DeviceAddress,Nome,MAC,TAG,LAT,LONG,Grupo,Modelo
000AF470,HDA01 - 150W,5C-CF-7F-0A-F4-70,L618,-24.245180,-50.747805,Klabin,HDA-150
000AF4E2,HDA01 - 150W,5C-CF-7F-0A-F4-E2,L626,-24.245185,-50.747805,Klabin,HDA-150
0006E334,HDA01 - 150W,5C-CF-7F-06-E3-34,L615,-24.245190,-50.747810,Klabin,HDA-150
000AF694,HDA01 - 150W,5C-CF-7F-0A-F6-94,L695,-24.245195,-50.747810,Klabin,HDA-150
000AF665,HDA01 - 150W,5C-CF-7F-0A-F6-65,L616,-24.245200,-50.747810,Klabin,HDA-150
0006E4B0,HDA01 - 150W,5C-CF-7F-06-E4-B0,L669,-24.245205,-50.747810,Klabin,HDA-150
0006E4F1,HDA01 - 150W,5C-CF-7F-06-E4-F1,L731,-24.244970,-50.747810,Klabin,HDA-150
0006E788,HDA01 - 150W,5C-CF-7F-06-E7-88,L591,-24.244975,-50.747810,Klabin,HDA-150
000AF670,HDA01 - 150W,5C-CF-7F-0A-F6-70,L671,-24.244980,-50.747810,Klabin,HDA-150
0006E6C1,HDA01 - 150W,5C-CF-7F-06-E6-C1,L705,-24.244985,-50.747810,Klabin,HDA-150
000AF648,HDA01 - 150W,5C-CF-7F-0A-F6-48,L601,-24.244990,-50.747810,Klabin,HDA-150
0006E32D,HDA01 - 150W,5C-CF-7F-06-E3-2D,L624,-24.244995,-50.747810,Klabin,HDA-150
000AF5B7,HDA01 - 150W,5C-CF-7F-0A-F5-B7,L701,-24.245000,-50.747815,Klabin,HDA-150
0006E6D1,HDA01 - 150W,5C-CF-7F-06-E6-D1,L642,-24.245005,-50.747815,Klabin,HDA-150
0006E547,HDA01 - 150W,5C-CF-7F-06-E5-47,L606,-24.245010,-50.747815,Klabin,HDA-150
0006E327,HDA01 - 150W,5C-CF-7F-06-E3-27,L645,-24.245015,-50.747815,Klabin,HDA-150
000AF48C,HDA01 - 150W,5C-CF-7F-0A-F4-8C,L727,-24.245020,-50.747815,Klabin,HDA-150
000AF64A,HDA01 - 150W,5C-CF-7F-0A-F6-4A,L629,-24.245025,-50.747815,Klabin,HDA-150
0006E4DF,HDA01 - 150W,5C-CF-7F-06-E4-DF,L710,-24.245030,-50.747815,Klabin,HDA-150
0006E60D,HDA01 - 150W,5C-CF-7F-06-E6-0D,L625,-24.245035,-50.747815,Klabin,HDA-150
000AF4B2,HDA01 - 150W,5C-CF-7F-0A-F4-B2,L593,-24.245040,-50.747815,Klabin,HDA-150
0006E444,HDA01 - 150W,5C-CF-7F-06-E4-44,L643,-24.245045,-50.747815,Klabin,HDA-150
000AF5ED,HDA01 - 150W,5C-CF-7F-0A-F5-ED,L597,-24.245050,-50.747820,Klabin,HDA-150
000AF477,HDA01 - 150W,5C-CF-7F-0A-F4-77,L604,-24.245055,-50.747820,Klabin,HDA-150
0006E5CF,HDA01 - 150W,5C-CF-7F-06-E5-CF,L627,-24.245060,-50.747820,Klabin,HDA-150
000AF676,HDA01 - 150W,5C-CF-7F-0A-F6-76,L628,-24.245065,-50.747820,Klabin,HDA-150
000AF5F1,HDA01 - 150W,5C-CF-7F-0A-F5-F1,L638,-24.245070,-50.747820,Klabin,HDA-150
000AF62D,HDA01 - 150W,5C-CF-7F-0A-F6-2D,L639,-24.245075,-50.747820,Klabin,HDA-150
0006E753,HDA01 - 150W,5C-CF-7F-06-E7-53,L612,-24.245080,-50.747820,Klabin,HDA-150
000AF539,HDA01 - 150W,5C-CF-7F-0A-F5-39,L605,-24.245085,-50.747820,Klabin,HDA-150
000AF45D,HDA01 - 150W,5C-CF-7F-0A-F4-5D,L608,-24.245090,-50.747820,Klabin,HDA-150
000AF432,HDA01 - 150W,5C-CF-7F-0A-F4-32,L602,-24.245095,-50.747820,Klabin,HDA-150
0006E6EA,HDA01 - 150W,5C-CF-7F-06-E6-EA,L600,-24.245100,-50.747825,Klabin,HDA-150
0006E697,HDA01 - 150W,5C-CF-7F-06-E6-97,L632,-24.245105,-50.747825,Klabin,HDA-150
0006E4EA,HDA01 - 150W,5C-CF-7F-06-E4-EA,L613,-24.245110,-50.747825,Klabin,HDA-150
000AF4DB,HDA01 - 150W,5C-CF-7F-0A-F4-DB,L633,-24.245115,-50.747825,Klabin,HDA-150
000AF5D9,HDA01 - 150W,5C-CF-7F-0A-F5-D9,L641,-24.245120,-50.747825,Klabin,HDA-150
0006E3E6,HDA01 - 150W,5C-CF-7F-06-E3-E6,L646,-24.245125,-50.747825,Klabin,HDA-150
0006E567,HDA01 - 150W,5C-CF-7F-06-E5-67,L550,-24.245130,-50.747825,Klabin,HDA-150
0006E5B0,HDA01 - 150W,5C-CF-7F-06-E5-B0,L603,-24.245135,-50.747825,Klabin,HDA-150
0006E675,HDA01 - 150W,5C-CF-7F-06-E6-75,L637,-24.245140,-50.747825,Klabin,HDA-150
000AF52A,HDA01 - 150W,5C-CF-7F-0A-F5-2A,L610,-24.245145,-50.747825,Klabin,HDA-150
0006E4E9,HDA01 - 150W,5C-CF-7F-06-E4-E9,L598,-24.245150,-50.747830,Klabin,HDA-150
000AF566,HDA01 - 150W,5C-CF-7F-0A-F5-66,L648,-24.245155,-50.747830,Klabin,HDA-150
000AF560,HDA01 - 150W,5C-CF-7F-0A-F5-60,L647,-24.245160,-50.747830,Klabin,HDA-150
0006E524,HDA01 - 150W,5C-CF-7F-06-E5-24,L621,-24.245165,-50.747830,Klabin,HDA-150
0006E578,HDA01 - 150W,5C-CF-7F-06-E5-78,L634,-24.245170,-50.747830,Klabin,HDA-150
0006E33D,HDA01 - 150W,5C-CF-7F-06-E3-3D,L614,-24.245175,-50.747830,Klabin,HDA-150
0006E490,HDA01 - 150W,5C-CF-7F-06-E4-90,L636,-24.245180,-50.747830,Klabin,HDA-150
0006E5E7,HDA01 - 150W,5C-CF-7F-06-E5-E7,L644,-24.245185,-50.747830,Klabin,HDA-150
0006E62B,HDA01 - 150W,5C-CF-7F-06-E6-2B,L619,-24.245190,-50.747830,Klabin,HDA-150
0006E729,HDA01 - 150W,5C-CF-7F-06-E7-29,L599,-24.245195,-50.747830,Klabin,HDA-150
0006E6D5,HDA01 - 150W,5C-CF-7F-06-E6-D5,L635,-24.245200,-50.747835,Klabin,HDA-150
0006E723,HDA01 - 150W,5C-CF-7F-06-E7-23,L609,-24.245205,-50.747835,Klabin,HDA-150
0006E501,HDA01 - 150W,5C-CF-7F-06-E5-01,L596,-24.244970,-50.747835,Klabin,HDA-150
000AF534,HDA01 - 150W,5C-CF-7F-0A-F5-34,L623,-24.244975,-50.747835,Klabin,HDA-150
000AF5D6,HDA01 - 150W,5C-CF-7F-0A-F5-D6,L594,-24.244980,-50.747835,Klabin,HDA-150
0006E440,HDA01 - 150W,5C-CF-7F-06-E4-40,L630,-24.244985,-50.747835,Klabin,HDA-150
000AF4D4,HDA01 - 150W,5C-CF-7F-0A-F4-D4,L617,-24.244990,-50.747835,Klabin,HDA-150
0006E515,HDA01 - 150W,5C-CF-7F-06-E5-15,L622,-24.244995,-50.747835,Klabin,HDA-150
0006E643,HDA01 - 150W,5C-CF-7F-06-E6-43,L595,-24.245000,-50.747835,Klabin,HDA-150
0006E345,HDA01 - 150W,5C-CF-7F-06-E3-45,L640,-24.245005,-50.747835,Klabin,HDA-150
000AF541,HDA01 - 150W,5C-CF-7F-0A-F5-41,L709,-24.245010,-50.747840,Klabin,HDA-150
0006E4D0,HDA01 - 150W,5C-CF-7F-06-E4-D0,L730,-24.245015,-50.747790,Klabin,HDA-150
0006E4C6,HDA01 - 400W,5C-CF-7F-06-E4-C6,L661,-24.245020,-50.747790,Klabin-400,HDA-400
0006E4B3,HDA01 - 150W,5C-CF-7F-06-E4-B3,L665,-24.245025,-50.747790,Klabin,HDA-150
0006E4C7,HDA01 - 150W,5C-CF-7F-06-E4-C7,L685,-24.245030,-50.747790,Klabin,HDA-150
000AF4AB,HDA01 - 400W,5C-CF-7F-0A-F4-AB,L682,-24.245035,-50.747790,Klabin-400,HDA-400
0006E56C,HDA01 - 400W,5C-CF-7F-06-E5-6C,L707,-24.245040,-50.747790,Klabin-400,HDA-400
0006E391,HDA01 - 150W,5C-CF-7F-06-E3-91,L683,-24.245045,-50.747790,Klabin,HDA-150
000AF531,HDA01 - 150W,5C-CF-7F-0A-F5-31,L667,-24.245050,-50.747790,Klabin,HDA-150
0006E41E,HDA01 - 150W,5C-CF-7F-06-E4-1E,L690,-24.245055,-50.747790,Klabin,HDA-150
000AF46C,HDA01 - 150W,5C-CF-7F-0A-F4-6C,L689,-24.245060,-50.747795,Klabin,HDA-150
000AF53D,HDA01 - 400W,5C-CF-7F-0A-F5-3D,L698,-24.245065,-50.747795,Klabin-400,HDA-400
0006E423,HDA01 - 150W,5C-CF-7F-06-E4-23,L693,-24.245070,-50.747795,Klabin,HDA-150
000AF621,HDA01 - 400W,5C-CF-7F-0A-F6-21,L740,-24.245075,-50.747795,Klabin-400,HDA-400
0006E3E1,HDA01 - 150W,5C-CF-7F-06-E3-E1,L714,-24.245080,-50.747795,Klabin,HDA-150
0006E4B8,HDA01 - 400W,5C-CF-7F-06-E4-B8,L688,-24.245085,-50.747795,Klabin-400,HDA-400
000AF6BD,HDA01 - 150W,5C-CF-7F-0A-F6-BD,L702,-24.245090,-50.747795,Klabin,HDA-150
0006E55C,HDA01 - 150W,5C-CF-7F-06-E5-5C,L675,-24.245095,-50.747795,Klabin,HDA-150
000AF42B,HDA01 - 400W,5C-CF-7F-0A-F4-2B,L723,-24.245100,-50.747795,Klabin-400,HDA-400
0006E653,HDA01 - 150W,5C-CF-7F-06-E6-53,L674,-24.245105,-50.747800,Klabin,HDA-150
000AF4C8,HDA01 - 400W,5C-CF-7F-0A-F4-C8,L681,-24.245110,-50.747800,Klabin-400,HDA-400
0006E730,HDA01 - 150W,5C-CF-7F-06-E7-30,L719,-24.245115,-50.747800,Klabin,HDA-150
0006E3AC,HDA01 - 150W,5C-CF-7F-06-E3-AC,L708,-24.245120,-50.747800,Klabin,HDA-150
0006E335,HDA01 - 150W,5C-CF-7F-06-E3-35,L716,-24.245125,-50.747800,Klabin,HDA-150
000AF4DD,HDA01 - 400W,5C-CF-7F-0A-F4-DD,L687,-24.245130,-50.747800,Klabin-400,HDA-400
0006E46A,HDA01 - 150W,5C-CF-7F-06-E4-6A,L749,-24.245135,-50.747800,Klabin,HDA-150
0006E4CE,HDA01 - 150W,5C-CF-7F-06-E4-CE,L706,-24.245140,-50.747800,Klabin,HDA-150
000AF66D,HDA01 - 150W,5C-CF-7F-0A-F6-6D,L748,-24.245145,-50.747800,Klabin,HDA-150
0006E32A,HDA01 - 150W,5C-CF-7F-06-E3-2A,L700,-24.245150,-50.747800,Klabin,HDA-150
0006E630,HDA01 - 150W,5C-CF-7F-06-E6-30,L704,-24.245155,-50.747805,Klabin,HDA-150
0006E38F,HDA01 - 150W,5C-CF-7F-06-E3-8F,L739,-24.245160,-50.747805,Klabin,HDA-150
000AF442,HDA01 - 150W,5C-CF-7F-0A-F4-42,L724,-24.245165,-50.747805,Klabin,HDA-150
0006E71D,HDA01 - 150W,5C-CF-7F-06-E7-1D,L755,-24.245170,-50.747805,Klabin,HDA-150
0006E429,HDA01 - 400W,5C-CF-7F-06-E4-29,L741,-24.245175,-50.747805,Klabin-400,HDA-400
0006E500,HDA01 - 150W,5C-CF-7F-06-E5-00,L673,-24.245180,-50.747805,Klabin,HDA-150
0006E545,HDA01 - 150W,5C-CF-7F-06-E5-45,L750,-24.245185,-50.747805,Klabin,HDA-150
0006E75B,HDA01 - 150W,5C-CF-7F-06-E7-5B,L744,-24.245190,-50.747805,Klabin,HDA-150
000AF6B5,HDA01 - 150W,5C-CF-7F-0A-F6-B5,L715,-24.245195,-50.747805,Klabin,HDA-150
0006E3FE,HDA01 - 150W,5C-CF-7F-06-E3-FE,L751,-24.245200,-50.747805,Klabin,HDA-150
0006E40A,HDA01 - 150W,5C-CF-7F-06-E4-0A,L754,-24.245205,-50.747810,Klabin,HDA-150
000AF55F,HDA01 - 150W,5C-CF-7F-0A-F5-5F,L692,-24.244970,-50.747810,Klabin,HDA-150
0006E4A9,HDA01 - 150W,5C-CF-7F-06-E4-A9,L691,-24.244975,-50.747810,Klabin,HDA-150
0006E427,HDA01 - 150W,5C-CF-7F-06-E4-27,L662,-24.244980,-50.747810,Klabin,HDA-150
0006E708,HDA01 - 150W,5C-CF-7F-06-E7-08,L725,-24.244985,-50.747810,Klabin,HDA-150
0006E49A,HDA01 - 150W,5C-CF-7F-06-E4-9A,L663,-24.244990,-50.747810,Klabin,HDA-150
000AF495,HDA01 - 150W,5C-CF-7F-0A-F4-95,L753,-24.244995,-50.747810,Klabin,HDA-150
0006E4D5,HDA01 - 150W,5C-CF-7F-06-E4-D5,L726,-24.245000,-50.747810,Klabin,HDA-150
0006E381,HDA01 - 150W,5C-CF-7F-06-E3-81,L660,-24.245005,-50.747810,Klabin,HDA-150
0006E415,HDA01 - 150W,5C-CF-7F-06-E4-15,L678,-24.245010,-50.747810,Klabin,HDA-150
0006E6E5,HDA01 - 150W,5C-CF-7F-06-E6-E5,L679,-24.245015,-50.747815,Klabin,HDA-150
0006E472,HDA01 - 150W,5C-CF-7F-06-E4-72,L721,-24.245020,-50.747815,Klabin,HDA-150
0006E5AA,HDA01 - 150W,5C-CF-7F-06-E5-AA,L694,-24.245025,-50.747815,Klabin,HDA-150
0006E614,HDA01 - 150W,5C-CF-7F-06-E6-14,L729,-24.245030,-50.747815,Klabin,HDA-150
0006E563,HDA01 - 150W,5C-CF-7F-06-E5-63,L728,-24.245035,-50.747815,Klabin,HDA-150
0006E594,HDA01 - 150W,5C-CF-7F-06-E5-94,L732,-24.245040,-50.747815,Klabin,HDA-150
000AF46B,HDA01 - 150W,5C-CF-7F-0A-F4-6B,L668,-24.245045,-50.747815,Klabin,HDA-150
0006E4F9,HDA01 - 150W,5C-CF-7F-06-E4-F9,L686,-24.245050,-50.747815,Klabin,HDA-150
0006E491,HDA01 - 150W,5C-CF-7F-06-E4-91,L514,-24.245055,-50.747815,Klabin,HDA-150
000AF6C7,HDA01 - 150W,5C-CF-7F-0A-F6-C7,L711,-24.245060,-50.747815,Klabin,HDA-150
000AF57D,HDA01 - 150W,5C-CF-7F-0A-F5-7D,L742,-24.245065,-50.747820,Klabin,HDA-150
000AF6AE,HDA01 - 150W,5C-CF-7F-0A-F6-AE,L696,-24.245070,-50.747820,Klabin,HDA-150
0006E3E9,HDA01 - 150W,5C-CF-7F-06-E3-E9,L738,-24.245075,-50.747820,Klabin,HDA-150
0006E6A4,HDA01 - 150W,5C-CF-7F-06-E6-A4,L697,-24.245080,-50.747820,Klabin,HDA-150
000AF5B8,HDA01 - 150W,5C-CF-7F-0A-F5-B8,L664,-24.245085,-50.747820,Klabin,HDA-150
000AF453,HDA01 - 150W,5C-CF-7F-0A-F4-53,L676,-24.245090,-50.747820,Klabin,HDA-150
0006E46C,HDA01 - 150W,5C-CF-7F-06-E4-6C,L737,-24.245095,-50.747820,Klabin,HDA-150
000AF6BC,HDA01 - 150W,5C-CF-7F-0A-F6-BC,L717,-24.245100,-50.747820,Klabin,HDA-150
0006E389,HDA01 - 150W,5C-CF-7F-06-E3-89,L680,-24.245105,-50.747820,Klabin,HDA-150
0006E3DB,HDA01 - 150W,5C-CF-7F-06-E3-DB,L672,-24.245110,-50.747820,Klabin,HDA-150
0006E751,HDA01 - 150W,5C-CF-7F-06-E7-51,L743,-24.245115,-50.747825,Klabin,HDA-150
000AF525,HDA01 - 150W,5C-CF-7F-0A-F5-25,L722,-24.245120,-50.747825,Klabin,HDA-150
000AF45B,HDA01 - 150W,5C-CF-7F-0A-F4-5B,L718,-24.245125,-50.747825,Klabin,HDA-150
000AF5F3,HDA01 - 150W,5C-CF-7F-0A-F5-F3,L699,-24.245130,-50.747825,Klabin,HDA-150
0006E5AE,HDA01 - 150W,5C-CF-7F-06-E5-AE,L720,-24.245135,-50.747825,Klabin,HDA-150
000AF5D1,HDA01 - 150W,5C-CF-7F-0A-F5-D1,L734,-24.245140,-50.747825,Klabin,HDA-150
000AF617,HDA01 - 150W,5C-CF-7F-0A-F6-17,L677,-24.245145,-50.747825,Klabin,HDA-150
0006E539,HDA01 - 150W,5C-CF-7F-06-E5-39,L659,-24.245150,-50.747825,Klabin,HDA-150
0006E670,HDA01 - 150W,5C-CF-7F-06-E6-70,L520,-24.245155,-50.747825,Klabin,HDA-150
000AF521,HDA01 - 150W,5C-CF-7F-0A-F5-21,L736,-24.245160,-50.747825,Klabin,HDA-150
000AF61D,HDA01 - 150W,5C-CF-7F-0A-F6-1D,L712,-24.245165,-50.747830,Klabin,HDA-150
0006E45E,HDA01 - 150W,5C-CF-7F-06-E4-5E,L745,-24.245170,-50.747830,Klabin,HDA-150
0006E682,HDA01 - 150W,5C-CF-7F-06-E6-82,L670,-24.245175,-50.747830,Klabin,HDA-150
000AF5A7,HDA01 - 150W,5C-CF-7F-0A-F5-A7,L684,-24.245180,-50.747830,Klabin,HDA-150
0006E3A7,HDA01 - 150W,5C-CF-7F-06-E3-A7,L666,-24.245185,-50.747830,Klabin,HDA-150
000AF5C5,HDA01 - 150W,5C-CF-7F-0A-F5-C5,L733,-24.245190,-50.747830,Klabin,HDA-150
000AF43C,HDA01 - 150W,5C-CF-7F-0A-F4-3C,L747,-24.245195,-50.747830,Klabin,HDA-150
0006E76C,HDA01 - 150W,5C-CF-7F-06-E7-6C,L735,-24.245200,-50.747830,Klabin,HDA-150
0006E6BA,HDA01 - 150W,5C-CF-7F-06-E6-BA,L524,-24.245205,-50.747830,Klabin,HDA-150
000AF4D1,HDA01 - 150W,5C-CF-7F-0A-F4-D1,L522,-24.244970,-50.747830,Klabin,HDA-150
0006E72D,HDA01 - 150W,5C-CF-7F-06-E7-2D,L519,-24.244975,-50.747835,Klabin,HDA-150
0006E779,HDA01 - 150W,5C-CF-7F-06-E7-79,L002,-24.244980,-50.747835,Klabin,HDA-150
0006E637,HDA01 - 150W,5C-CF-7F-06-E6-37,L003,-24.244985,-50.747835,Klabin,HDA-150
0006E621,HDA01 - 150W,5C-CF-7F-06-E6-21,L004,-24.244990,-50.747835,Klabin,HDA-150
009E800C,HDA01 - 150W,18-FE-34-9E-80-0C,L006,-24.244995,-50.747835,Klabin,HDA-150
009E8149,HDA01 - 150W,18-FE-34-9E-81-49,L007,-24.245000,-50.747835,Klabin,HDA-150
009E7F44,HDA01 - 150W,18-FE-34-9E-7F-44,L009,-24.245005,-50.747835,Klabin,HDA-150
0006E37E,HDA01 - 150W,5C-CF-7F-06-E3-7E,L010,-24.245010,-50.747835,Klabin,HDA-150
009E7FA3,HDA01 - 150W,18-FE-34-9E-7F-A3,L011,-24.245015,-50.747835,Klabin,HDA-150
009E80C8,HDA01 - 150W,18-FE-34-9E-80-C8,L012,-24.245020,-50.747835,Klabin,HDA-150
0006E695,HDA01 - 150W,5C-CF-7F-06-E6-95,L013,-24.245025,-50.747840,Klabin,HDA-150
009E80EB,HDA01 - 150W,18-FE-34-9E-80-EB,L014,-24.245030,-50.747790,Klabin,HDA-150
009E803D,HDA01 - 150W,18-FE-34-9E-80-3D,L015,-24.245035,-50.747790,Klabin,HDA-150
000AF547,HDA01 - 150W,5C-CF-7F-0A-F5-47,L018,-24.245040,-50.747790,Klabin,HDA-150
009E81AD,HDA01 - 150W,18-FE-34-9E-81-AD,L019,-24.245045,-50.747790,Klabin,HDA-150
009E8245,HDA01 - 150W,18-FE-34-9E-82-45,L020,-24.245050,-50.747790,Klabin,HDA-150
009E80F1,HDA01 - 150W,18-FE-34-9E-80-F1,L021,-24.245055,-50.747790,Klabin,HDA-150
009E82D7,HDA01 - 150W,18-FE-34-9E-82-D7,L022,-24.245060,-50.747790,Klabin,HDA-150
009E7CC7,HDA01 - 150W,18-FE-34-9E-7C-C7,L023,-24.245065,-50.747790,Klabin,HDA-150
000AF5FF,HDA01 - 150W,5C-CF-7F-0A-F5-FF,L024,-24.245070,-50.747790,Klabin,HDA-150
009E7FFF,HDA01 - 150W,18-FE-34-9E-7F-FF,L025,-24.245075,-50.747795,Klabin,HDA-150
009E82A8,HDA01 - 150W,18-FE-34-9E-82-A8,L026,-24.245080,-50.747795,Klabin,HDA-150
009E7CC0,HDA01 - 150W,18-FE-34-9E-7C-C0,L028,-24.245085,-50.747795,Klabin,HDA-150
009E824F,HDA01 - 150W,18-FE-34-9E-82-4F,L030,-24.245090,-50.747795,Klabin,HDA-150
0006E368,HDA01 - 150W,5C-CF-7F-06-E3-68,L032,-24.245095,-50.747795,Klabin,HDA-150
000AF49B,HDA01 - 150W,5C-CF-7F-0A-F4-9B,L033,-24.245100,-50.747795,Klabin,HDA-150
0006E336,HDA01 - 150W,5C-CF-7F-06-E3-36,L034,-24.245105,-50.747795,Klabin,HDA-150
000AF516,HDA01 - 150W,5C-CF-7F-0A-F5-16,L035,-24.245110,-50.747795,Klabin,HDA-150
009E80C6,HDA01 - 150W,18-FE-34-9E-80-C6,L036,-24.245115,-50.747795,Klabin,HDA-150
0006E59F,HDA01 - 150W,5C-CF-7F-06-E5-9F,L037,-24.245120,-50.747800,Klabin,HDA-150
009E7E98,HDA01 - 150W,18-FE-34-9E-7E-98,L038,-24.245125,-50.747800,Klabin,HDA-150
009E7FC8,HDA01 - 150W,18-FE-34-9E-7F-C8,L039,-24.245130,-50.747800,Klabin,HDA-150
0006E641,HDA01 - 150W,5C-CF-7F-06-E6-41,L040,-24.245135,-50.747800,Klabin,HDA-150
0006E5A1,HDA01 - 150W,5C-CF-7F-06-E5-A1,L042,-24.245140,-50.747800,Klabin,HDA-150
000AF5FD,HDA01 - 150W,5C-CF-7F-0A-F5-FD,L043,-24.245145,-50.747800,Klabin,HDA-150
009E7DFA,HDA01 - 150W,18-FE-34-9E-7D-FA,L044,-24.245150,-50.747800,Klabin,HDA-150
009E8246,HDA01 - 150W,18-FE-34-9E-82-46,L045,-24.245155,-50.747800,Klabin,HDA-150
000AF4B0,HDA01 - 150W,5C-CF-7F-0A-F4-B0,L046,-24.245160,-50.747800,Klabin,HDA-150
0006E782,HDA01 - 150W,5C-CF-7F-06-E7-82,L049,-24.245165,-50.747800,Klabin,HDA-150
0006E6AE,HDA01 - 150W,5C-CF-7F-06-E6-AE,L050,-24.245170,-50.747805,Klabin,HDA-150
0006E5D2,HDA01 - 150W,5C-CF-7F-06-E5-D2,L051,-24.245175,-50.747805,Klabin,HDA-150
0006E555,HDA01 - 150W,5C-CF-7F-06-E5-55,L052,-24.245180,-50.747805,Klabin,HDA-150
000AF444,HDA01 - 150W,5C-CF-7F-0A-F4-44,L054,-24.245185,-50.747805,Klabin,HDA-150
0006E418,HDA01 - 150W,5C-CF-7F-06-E4-18,L055,-24.245190,-50.747805,Klabin,HDA-150
0006E710,HDA01 - 150W,5C-CF-7F-06-E7-10,L056,-24.245195,-50.747805,Klabin,HDA-150
0006E538,HDA01 - 150W,5C-CF-7F-06-E5-38,L057,-24.245200,-50.747805,Klabin,HDA-150
0006E659,HDA01 - 150W,5C-CF-7F-06-E6-59,L058,-24.245205,-50.747805,Klabin,HDA-150
0006E476,HDA01 - 150W,5C-CF-7F-06-E4-76,L059,-24.244970,-50.747805,Klabin,HDA-150
0006E6D0,HDA01 - 150W,5C-CF-7F-06-E6-D0,L061,-24.244975,-50.747805,Klabin,HDA-150
000AF4E1,HDA01 - 150W,5C-CF-7F-0A-F4-E1,L062,-24.244980,-50.747810,Klabin,HDA-150
0006E48A,HDA01 - 150W,5C-CF-7F-06-E4-8A,L063,-24.244985,-50.747810,Klabin,HDA-150
000AF59F,HDA01 - 150W,5C-CF-7F-0A-F5-9F,L064,-24.244990,-50.747810,Klabin,HDA-150
0006E732,HDA01 - 150W,5C-CF-7F-06-E7-32,L065,-24.244995,-50.747810,Klabin,HDA-150
0006E34D,HDA01 - 150W,5C-CF-7F-06-E3-4D,L066,-24.245000,-50.747810,Klabin,HDA-150
000AF4E8,HDA01 - 150W,5C-CF-7F-0A-F4-E8,L067,-24.245005,-50.747810,Klabin,HDA-150
000AF69D,HDA01 - 150W,5C-CF-7F-0A-F6-9D,L068,-24.245010,-50.747810,Klabin,HDA-150
000AF468,HDA01 - 150W,5C-CF-7F-0A-F4-68,L069,-24.245015,-50.747810,Klabin,HDA-150
000AF423,HDA01 - 150W,5C-CF-7F-0A-F4-23,L070,-24.245020,-50.747810,Klabin,HDA-150
0006E77F,HDA01 - 150W,5C-CF-7F-06-E7-7F,L071,-24.245025,-50.747810,Klabin,HDA-150
0006E736,HDA01 - 150W,5C-CF-7F-06-E7-36,L072,-24.245030,-50.747815,Klabin,HDA-150
0006E655,HDA01 - 150W,5C-CF-7F-06-E6-55,L073,-24.245035,-50.747815,Klabin,HDA-150
000AF4AD,HDA01 - 150W,5C-CF-7F-0A-F4-AD,L074,-24.245040,-50.747815,Klabin,HDA-150
0006E3CC,HDA01 - 150W,5C-CF-7F-06-E3-CC,L075,-24.245045,-50.747815,Klabin,HDA-150
0006E55E,HDA01 - 150W,5C-CF-7F-06-E5-5E,L076,-24.245050,-50.747815,Klabin,HDA-150
0006E468,HDA01 - 150W,5C-CF-7F-06-E4-68,L078,-24.245055,-50.747815,Klabin,HDA-150
0006E499,HDA01 - 150W,5C-CF-7F-06-E4-99,L080,-24.245060,-50.747815,Klabin,HDA-150
000AF690,HDA01 - 150W,5C-CF-7F-0A-F6-90,L082,-24.245065,-50.747815,Klabin,HDA-150
0006E49C,HDA01 - 150W,5C-CF-7F-06-E4-9C,L083,-24.245070,-50.747815,Klabin,HDA-150
0006E63A,HDA01 - 150W,5C-CF-7F-06-E6-3A,L084,-24.245075,-50.747815,Klabin,HDA-150
000AF6AD,HDA01 - 150W,5C-CF-7F-0A-F6-AD,L085,-24.245080,-50.747820,Klabin,HDA-150
0006E3F0,HDA01 - 150W,5C-CF-7F-06-E3-F0,L086,-24.245085,-50.747820,Klabin,HDA-150
0006E622,HDA01 - 150W,5C-CF-7F-06-E6-22,L087,-24.245090,-50.747820,Klabin,HDA-150
000AF65E,HDA01 - 150W,5C-CF-7F-0A-F6-5E,L088,-24.245095,-50.747820,Klabin,HDA-150
0006E5A6,HDA01 - 150W,5C-CF-7F-06-E5-A6,L089,-24.245100,-50.747820,Klabin,HDA-150
0006E6FA,HDA01 - 150W,5C-CF-7F-06-E6-FA,L090,-24.245105,-50.747820,Klabin,HDA-150
0006E5CC,HDA01 - 150W,5C-CF-7F-06-E5-CC,L092,-24.245110,-50.747820,Klabin,HDA-150
0006E59D,HDA01 - 150W,5C-CF-7F-06-E5-9D,L093,-24.245115,-50.747820,Klabin,HDA-150
000AF631,HDA01 - 150W,5C-CF-7F-0A-F6-31,L094,-24.245120,-50.747820,Klabin,HDA-150
0006E552,HDA01 - 150W,5C-CF-7F-06-E5-52,L095,-24.245125,-50.747820,Klabin,HDA-150
0006E5C9,HDA01 - 150W,5C-CF-7F-06-E5-C9,L096,-24.245130,-50.747825,Klabin,HDA-150
0006E70E,HDA01 - 150W,5C-CF-7F-06-E7-0E,L097,-24.245135,-50.747825,Klabin,HDA-150
0006E676,HDA01 - 150W,5C-CF-7F-06-E6-76,L098,-24.245140,-50.747825,Klabin,HDA-150
0006E5BC,HDA01 - 150W,5C-CF-7F-06-E5-BC,L099,-24.245145,-50.747825,Klabin,HDA-150
0006E5DD,HDA01 - 150W,5C-CF-7F-06-E5-DD,L100,-24.245150,-50.747825,Klabin,HDA-150
0006E67B,HDA01 - 150W,5C-CF-7F-06-E6-7B,L101,-24.245155,-50.747825,Klabin,HDA-150
000AF4D9,HDA01 - 150W,5C-CF-7F-0A-F4-D9,L102,-24.245160,-50.747825,Klabin,HDA-150
